productAsin,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,model,Provider,Color,Storage
B07ZZM8P2S,"March 29, 2023",TRUE,1,Is Renewed Premium worth the extra money?,"Update (12/17/23): Additional observations: 1) the Amazon Renewed certification card is marked 10/27/23, and when I received it 12/2/23 (about 5 weeks), the battery was completely dead; 2) after charging back to 100%, I put it in airplane mode (to turn off both WiFi and bluetooth), and also put it in battery saver mode; I checked the battery percentages once a day, and it was losing 10-15% per day, so this battery is very weak. I did a parallel test with another iPhone (11 pro max), and that one only lost 10% (100% > 90%) over a week. This is an excellent test to check the true condition of the battery. Update (12/15/23): Ordered a 5th Amazon Premium Renewed phone (iPhone 12 Pro Max), and the battery life, which should be above 90%, is actually 88%. Update (3/28/23): After lengthy discussions with Amazon, they will not honor the 90% battery guarantee stated on the Amazon Premium Renewed page, because it is ""not stated on the Amazon invoice"". 1-star, no longer recommended. Update (2/1/23): Ran into some issues, probably things that should be checked upon receipt of a renewed or premium renewed product: 1) battery life [below advertised 80 or 90%], 2) parts replaced, either with genuine or non-genuine Apple parts, 3) overall functionality [defective charging port]. Reducing overall rating to 4-stars. Summary: Upgrading from an iPhone 7 plus, and decided I would go with the 11 Pro Max version. I was on the fence whether the extra money for the premium renewed is worth it, so will be discussing what I considered. Observations: The high level basic differences are: 1) about a $100 difference; 2) three vs. 12 months return period: 3) battery level of 80% vs. 90%. Recommendation: After considering the factors, I decided to look into how much a replacement battery would cost, which is $40 right now. However, starting with the iPhone 8 (i think), Apple started sealing the cases, which requires a heat gun to separate the case because of the extra waterproofing adhesive. To breakdown the addition $100 cost, subtract the $40 battery from that, leaving $60 for an additional 9-months (or $6.67/month) to ""insurance"" to return the phone if issues come up. Carrier Lock: I decided I wanted an unlocked version, and that appears to be another feature that is included with Premium Renewed, with the majority of carrier locked versions being offered as renewed only. Conclusion: For the additional $100, I elected to go with the Renewed Premium. I rate both the Renewed and the Premium Renewed as 5-stars. Which you chose would depend on individual financial and personal factors. Related Products: Apple iPhone 11 Pro Max, US Version, 256GB, Midnight - Unlocked (Renewed) 4.3 out of 5 stars 12,122 ratings | 1000+ answered questions Price: $491.86 https://www.amazon.com/gp/product/B07Z4681LQ/ Apple iPhone 11 Pro Max, 256GB, Midnight Green - Unlocked (Renewed Premium) 4.3 out of 5 stars 12,122 ratings | 1000+ answered questions Price: $586.00 https://www.amazon.com/gp/product/B08BHFGJXF",https://www.amazon.com/gp/customer-reviews/R1TVOATKFWT50D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07ZZM8P2S,Apple iPhone 11 Pro Max,Unlocked,Midnight Green,256GB
B07ZZM8P2S,"August 21, 2024",TRUE,4,Phone came in good condition !,"This phone looks nice, really, honestly. The phone was neatly packaged and wrapped, came with a charger and a sim card opener + the amazon renewed paper. It had a couple scratches on the sides but they were very minor & not noticeable at all. The screen was very clear no cracks. My only issue is the screen when it’s turned on. It had this weird mild & subtle static & I can see a faint black grain when I am staring closely to the phone. Now I understand this phone is refurbished & renewed but I won’t lie the screen when I have the phone on really bugs me. I would be lying if I said I am totally satisfied with this phone. Not to mention the phone is kinda slow, it lags & the battery life I received when I when I went to the settings was at an 80 % .. *sighs* , trying to decide if I should thug it out & be delusional or just send the phone back even tho I fear the quality of phone I’d received next. I’ve contacted the seller .. I haven’t heard anything yet. I’ll update soon. Update : Ive decided to return the phone because I feel like I would be settling if I had to keep this phone. I will say though I am surprised the phone came in a very good condition. But truly there were internal hardware and software issues in terms of the static screen flickering/blinking that I just couldn't overlook. The seller has been responsive and cooperative. I am thankful. I pray I get my money back on time. As of right now id rate my experience an 8/10 !",https://www.amazon.com/gp/customer-reviews/R2TXLN5J9QBEWT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07ZZM8P2S,Apple iPhone 11 Pro Max,Unlocked,Space Gray,256GB
B07ZZM8P2S,"November 13, 2024",TRUE,1,"El telefono esta bloquedo, no puedo usarlo y el vendedor no me una solución",El teléfono esta bloqueado y el vendedor no me da soluciones.,null,Apple iPhone 11 Pro Max,T-Mobile,Gold,64GB
B07ZZM8P2S,"September 30, 2024",TRUE,5,Good phone,Have had no issues works great,null,Apple iPhone 11 Pro Max,Unlocked,Silver,64GB
B07ZZM8P2S,"February 14, 2024",TRUE,3,No compatible con Telcel,No lo puedo usar hasta desbloquearlo y a ver…,null,Apple iPhone 11 Pro Max,T-Mobile,Midnight Green,64GB
B07ZZM8P2S,"February 06, 2024",TRUE,5,"It’s too expensive to buy new, used is much better.","The battery is very good, and the camera is a good upgrade from my last phone.",null,Apple iPhone 11 Pro Max,Unlocked,Space Gray,64GB
B07ZZM8P2S,"July 02, 2023",TRUE,5,Excelente compra,"Viene como nuevo, vida de la batería 100%. Una excelente compra.",null,Apple iPhone 11 Pro Max,Unlocked,Midnight Green,64GB
B0CNM32TLW,"September 14, 2024",TRUE,5,He LOVES IT,I got the phone for my 13 year old and he loves it. Perfect price! Perfect size! Bought all the accessories in the bundle deal!,https://www.amazon.com/gp/customer-reviews/R2QO7FYQOG2RJV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"October 17, 2024",TRUE,1,Bad battery life,Phone works fine but it doesnt get charged completely and when is charged it dies pretty quick even when is not in use.,https://www.amazon.com/gp/customer-reviews/R8932RO3LK6VG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"January 03, 2024",TRUE,5,iPhone 7,Phone was for my husband and the phone was exactly what he wanted. Works great and in great condition,https://www.amazon.com/gp/customer-reviews/R1DOOZB8WFLYYE/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"August 07, 2024",TRUE,4,Ok,It’s a nice phone it’s small and it come in an iPhone box it came in a brown box but it got hot very very fast in charge is kind of slow and yeah I would recommend buying a newer phone like up-to-date phone,https://www.amazon.com/gp/customer-reviews/RDY628076R7KP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"October 29, 2024",TRUE,3,Affordable iPhone!,"The Apple iPhone 7 32GB Unlocked in Black is a reliable, budget-friendly option for those who need a basic smartphone for everyday tasks. Despite being an older model, it still handles essentials like calls, texts, social media, and light apps smoothly. The camera performs well in good lighting, and the compact size is comfortable to hold. However, the 32GB storage fills up quickly, especially with apps and photos, so regular backups are recommended. Battery life may also be shorter compared to newer models, but overall, it’s a solid choice for basic use without breaking the bank.",https://www.amazon.com/gp/customer-reviews/R2WLWQTIIY4OA0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"August 20, 2024",TRUE,5,iPhone,Like it,https://www.amazon.com/gp/customer-reviews/RVRPZKOMBG12T/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"October 12, 2024",TRUE,2,Don’t judge a book by the cover!,"Outside appearance was outstanding, it looked like new. Battery was weaker than they claimed, I will have to replace battery soon. I wouldn’t buy from this company again.",https://www.amazon.com/gp/customer-reviews/R1WNQ00DGI6RHO/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B0CNM32TLW,"November 08, 2024",TRUE,1,trash,"when first got this phone, it looked pretty good but when I used it the phone would run hot every time and start to glitch. it did have scratches on it. i would recommend this phone to anyone don't buy it",https://www.amazon.com/gp/customer-reviews/R25J8OCDMM8C6W/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CNM32TLW,Apple iPhone 7,null,null,null
B09LNSNZM8,"October 28, 2024",TRUE,5,Pretty good,It did have some scratches and a ding or two but it’s expected for a refurbished device. The functionality is pretty consistent overall and as I stated it has a couple of scratches but from there it looks and performs good.,https://www.amazon.com/gp/customer-reviews/R4L1GHQE1QRKT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,Unlocked,Midnight,128GB
B09LNSNZM8,"November 11, 2024",TRUE,5,Nice phone that came like new,The phone was purchased to be in excellent condition and I would agree. It arrived and appears new with 100% battery life at time of purchase. The navy blue color is unique which I appreciate. The iPhone 13 works well and I have no concerns. I would use this company again for a refurbished phone. I appreciate that I can pay in full instead of having a payment plan through AT&T.,https://www.amazon.com/gp/customer-reviews/R15R066BHQ4NG2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,AT&T,Midnight,128GB
B09LNSNZM8,"November 10, 2024",TRUE,4,"Good phone, cut cord","The phone's in good shape. Everything seems to work. 85% battery life, same as everyone else has reported. The charging cord arrived cut almost in half. Its little sealed bag was undamaged, as was the packaging of the phone, suggesting the cord was cut sometime prior to bagging. Every wire had been severed.",https://www.amazon.com/gp/customer-reviews/RTY7PRB817CL7/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,Unlocked,RED,128GB
B09LNSNZM8,"April 18, 2024",TRUE,3,1st order = low quality replacement screen; but returned/swapped for good phone,"Initially, we got a phone from this vendor that was a dud (for us). We returned it and tried them a 2nd time. The 2nd phone seems a decent deal. For the first phone (iPhone 13) we received: The battery life on the renewed phone was fairly good - at 94% of original capacity. This had been an issue with phones from this vendor per other reviews but was not an issue with ours. However, this renewed phone had a non-Apple replacement screen that was noticeably low in quality - grainy, with colors dulled, and it cut off part of the display area. Touch responsiveness was bad. Given Amazon pledge that the product was ""professionally inspected and tested by Amazon-qualified supplier,"" I feel the substandard screen should have been spotted and the lower quality disclosed. My family member and my time were wasted by this attempt to pass off a lower quality solution. Return process was easy, although it did require a trip to the UPS store. For the second, replacement (iPhone 13) phone: The replacement for the returned 1st phone arrived quickly. The battery life seems great (100% of original capacity). The screen this time is MUCH better than the low quality screen on the original phone. The case has some scratches and a dent on the ring surrounding one of the camera lenses, but the lens seems unaffected. All in all, a fair price for used phone. Working well after a month of use.",https://www.amazon.com/gp/customer-reviews/R1QGGBVRBO934/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,Unlocked,Blue,128GB
B09LNSNZM8,"September 28, 2024",TRUE,5,Better than expected,"This review is based on the product quality and condition. So this phone came nice and neat. No scratches or visible ware and tear. Easy to program and unlock. The only detail i saw was that the battery life was below 83%, meaning that it wasn’t replaced for a fresher one. So I’m expecting it to be changed sooner. All its functions seem to work fine. Haven’t had issues with Apple (since Apple’s notorious fame of disabling features when phone don’t have genuine parts). I think this is a good vender to buy your phone when budget is tight.",https://www.amazon.com/gp/customer-reviews/R1G0144YTQP4VG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,Unlocked,Blue,128GB
B09LNSNZM8,"September 21, 2024",TRUE,5,Great for the price,"Ordered the iPhone 13 in Midnight for T-Mobile. the phone came in near perfect condition with minor scratches on the camera area (doesn’t affect camera / picture quality at all). the phone came with a preinstalled glass screen protector. i was especially surprised and pleased by the 96% battery health!! definitely a gamble when it comes to buying refurbished / renewed phones but it ended up working out. the second hand seller i purchased through was Synergy, paid $377 (including tax). little more than half the price than a new phone is totally worth it. also did a fair amount of research and apparently the iphone 14 and 13 are the same exact product, so would recommend buying the 13 to save some money!",https://www.amazon.com/gp/customer-reviews/R1B3WJXS3NBSD8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,T-Mobile,Midnight,128GB
B09LNSNZM8,"August 23, 2024",TRUE,5,Pleasantly surprised,"So let me start out by saying that I am not one to purchased refurbished phones and whenever something would happen to one of mine and I had to turn it into the Phone company and they would send me a refurbished one to replace mine, there was always something wrong with them. So, that has always made me a little bit gunshy regarding that particular situation. With that said, as a full-time caregiver for the last 11 years, I have not been able to work and unfortunately can no longer purchase the best of the best with the flagship phones that I used to get back in the day. Many of my parents doctors do some video visits and some of them actually prefer FaceTime so as a result, having an iPhone was actually partly a necessity for that reason. I have always been an Android girl, )still have that too), so I didn’t quite know what iPhone I needed to get, but after some research, I finally settled on what I thought would be the best choice for me both with regard to the technology inside and with the price as well as the warranty. I had actually considered either an iPhone 11 or an iPhone 13 as my choice. As we are now on the 15 I found the 13 to be the wisest choice of the two. After researching many different sites, some very reputable and actually recommended by people, I decided to land on Amazon‘s renewed program because I’ve always had a nice experience when there have been any issues with a product and I’ve never had any problems with customer service. They’ve always been very helpful and I thought if anything were to happen with the phone, I would be hoping to have the same type of experience. In looking at the options, I chose to actually pay more to have one that was put forth by Amazon themselves because they offered a year warranty as opposed to many of the others who were a bit cheaper and offered maybe 30 days or so etc. And hey, so far, so good! The Phone arrived. It was in perfect cosmetic condition and I have not had any issues with it since. The battery was at 87% and although I would’ve liked to had it higher than that, I was glad to see that it still was pretty snappy when I needed it to be. So I would say that I have been very pleased so far and I would absolutely recommend the renewed program to anyone interested, but can only speak to the actual product provided by Amazon itself, however, I’m sure many of the third-party individuals that sell refurbished items may have some really good product themselves. Ah…there I go again…refurbished…renewed…to-may-toe…to-mah-toe… well you get the jist…",https://www.amazon.com/gp/customer-reviews/R3S9MCCMRLJI6K/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B09LNSNZM8,Apple iPhone 13,Unlocked,RED,256GB
B09LNSNZM8,"November 13, 2024",TRUE,5,Excelente compra,"No me decepcionó para nada, muy feliz con mi compra, incluso llegó antes",null,Apple iPhone 13,Unlocked,RED,512GB
B09LNSNZM8,"November 17, 2024",TRUE,5,Excelente compra,"Tengo ya 2 semanas con él y ha salido excelente, 86% de Condición de batería, todo funciona, llegó muy bien protegido, ya le compré su funda y todo ha ido bien, trae cable y el cubo cargador, el cubo es original. Me pareció buena la compra porque está a menor precio que uno nuevo pero solo por la bateria la cual le puedes mandar a arreglar después y ya, otros 5 años de vida.",null,Apple iPhone 13,Unlocked,Pink,128GB
B09LNSNZM8,"October 27, 2024",TRUE,1,"battery at 85%. For this high price I paid, I did not expect this.","Very Unhappy. The level of battery does not match the high price of the second hand phone. You should inform this, but you didn’t. Without any kind of box.",null,Apple iPhone 13,Unlocked,Green,256GB
B09LNSNZM8,"October 23, 2024",TRUE,5,Valdrá el riesgo?? P.D: Mucho texto 👍🏻,"Bueno lo compré el 09/03/2024 en un precio de 8400 aprox. Puedo decir que el celular sí que es original y cumple las expectativas. En estética para mí un 10, solo traía un raspón en la parte de abajo (no soy tan exigente porque pues siempre trae funda), en batería eh visto que les han llegado con entre 100% y 90%, tal vez fui de los salados porque me llegó con 83%, a la fecha (23/10/2024) tiene 82%, realmente no abajado mucho y si le eh dado buen uso. Lo único bueno fue que ya venía con mica de cristal, y el cargador básico que eran el cuadro y el cable (dudo que originales), pero se agradece. En fin, creo que a la fecha ya podría ser opción comprarlo nuevo (si no mal recuerdo lo vi en 12500). Para mi si que valió el riesgo, pero yo les recomendaría que si deciden arriesgarse vayan pero por su versión pro. Espero les sirva de algo.",null,Apple iPhone 13,Unlocked,Midnight,128GB
B09LNSNZM8,"October 23, 2024",TRUE,5,Me sorprendió,"La verdad es la segunda vez que solicito iPhone reacondicionado y en esta ocasión por suerte me tocó recibir uno en excelente condición, la batería tiene una vida del 95% recomiendo este vendedor, la batería dura un día completo y lo cargo al 85% para conservar la vida útil del dispositivo, no tiene señales de que se haya utilizado tanto, es un buen equipo, siempre recomiendo comprar cargador originar para evitar problemas a futuro.",null,Apple iPhone 13,Unlocked,Green,128GB
B08159ZYCB,"October 06, 2024",TRUE,5,Excellent product!!,"I highly recommend this !Phone 11 pro max, I placed my order a few days ago and it arrived very quickly, you should also take into account that my order arrived well protected in the box which has its key and a charger, the product was in very good condition, it works perfectly!! Before you insert your SIM card, I recommend that you go to your company and activate it and that's it, your cell phone will work perfectly, highly recommended, I loved it!! ❤️",https://www.amazon.com/gp/customer-reviews/R5IGNSCGGBZYL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08159ZYCB,Apple iPhone 11 Pro Max,Unlocked,Gold,64GB
B08159ZYCB,"September 16, 2024",TRUE,5,iPhone 11 Pro Max delivers in 2024,"I was still using an iPhone 7, and was forced by my carrier (metroPCS) to upgrade to a 5G phone. I’m oldschool and don’t like not owning my own music and movies so I opted for a 512GB hard drive. The phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. The transfer of all previous apps went seamlessly although I’m holding off on their Face ID. I enjoy seeing it automatically turn on when I reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.",https://www.amazon.com/gp/customer-reviews/R18IMOZSST8KUP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08159ZYCB,Apple iPhone 11 Pro Max,Unlocked,Green,512GB
B08159ZYCB,"September 20, 2024",TRUE,5,Great price and well functioning refurb,"I just had to write this review, as this seller is great! Phone works great, and seller is super quick to reply to issues. What I will warn: NEVER buy the insurance from Asurion thru amazon. Or ever. They will not honor it, they will gladly take your money, insist that you never had insurance with them, and constantly run you in circles to avoid honoring your claim. My phone slid off the counter, and I has the case off so I could charge it, (case didn’t fit) and it cracked. Both Asurion and Amazon refuse to honor the claim, and one amazon rep even went so far as to message the seller that my phone never arrived so the seller would have to refund me. Thankfully I saw the message and let the seller know and they were so so quick to offer their help! Since it was not their fault I took the issue back to the two A’s…and still have yet to hear from them. Want a good phone?? By from THIS seller!!! Insurance for it? Allstate or your private company. Never trust asurion to make good on their word.",https://www.amazon.com/gp/customer-reviews/R1UB4PP2YDS0XV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08159ZYCB,Apple iPhone 11 Pro Max,Unlocked,Space Gray,512GB
B08159ZYCB,"March 29, 2023",TRUE,1,Is Renewed Premium worth the extra money?,"Update (12/17/23): Additional observations: 1) the Amazon Renewed certification card is marked 10/27/23, and when I received it 12/2/23 (about 5 weeks), the battery was completely dead; 2) after charging back to 100%, I put it in airplane mode (to turn off both WiFi and bluetooth), and also put it in battery saver mode; I checked the battery percentages once a day, and it was losing 10-15% per day, so this battery is very weak. I did a parallel test with another iPhone (11 pro max), and that one only lost 10% (100% > 90%) over a week. This is an excellent test to check the true condition of the battery. Update (12/15/23): Ordered a 5th Amazon Premium Renewed phone (iPhone 12 Pro Max), and the battery life, which should be above 90%, is actually 88%. Update (3/28/23): After lengthy discussions with Amazon, they will not honor the 90% battery guarantee stated on the Amazon Premium Renewed page, because it is ""not stated on the Amazon invoice"". 1-star, no longer recommended. Update (2/1/23): Ran into some issues, probably things that should be checked upon receipt of a renewed or premium renewed product: 1) battery life [below advertised 80 or 90%], 2) parts replaced, either with genuine or non-genuine Apple parts, 3) overall functionality [defective charging port]. Reducing overall rating to 4-stars. Summary: Upgrading from an iPhone 7 plus, and decided I would go with the 11 Pro Max version. I was on the fence whether the extra money for the premium renewed is worth it, so will be discussing what I considered. Observations: The high level basic differences are: 1) about a $100 difference; 2) three vs. 12 months return period: 3) battery level of 80% vs. 90%. Recommendation: After considering the factors, I decided to look into how much a replacement battery would cost, which is $40 right now. However, starting with the iPhone 8 (i think), Apple started sealing the cases, which requires a heat gun to separate the case because of the extra waterproofing adhesive. To breakdown the addition $100 cost, subtract the $40 battery from that, leaving $60 for an additional 9-months (or $6.67/month) to ""insurance"" to return the phone if issues come up. Carrier Lock: I decided I wanted an unlocked version, and that appears to be another feature that is included with Premium Renewed, with the majority of carrier locked versions being offered as renewed only. Conclusion: For the additional $100, I elected to go with the Renewed Premium. I rate both the Renewed and the Premium Renewed as 5-stars. Which you chose would depend on individual financial and personal factors. Related Products: Apple iPhone 11 Pro Max, US Version, 256GB, Midnight - Unlocked (Renewed) 4.3 out of 5 stars 12,122 ratings | 1000+ answered questions Price: $491.86 https://www.amazon.com/gp/product/B07Z4681LQ/ Apple iPhone 11 Pro Max, 256GB, Midnight Green - Unlocked (Renewed Premium) 4.3 out of 5 stars 12,122 ratings | 1000+ answered questions Price: $586.00 https://www.amazon.com/gp/product/B08BHFGJXF",https://www.amazon.com/gp/customer-reviews/R1TVOATKFWT50D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08159ZYCB,Apple iPhone 11 Pro Max,Unlocked,Midnight Green,256GB
B08159ZYCB,"August 21, 2024",TRUE,4,Phone came in good condition !,"This phone looks nice, really, honestly. The phone was neatly packaged and wrapped, came with a charger and a sim card opener + the amazon renewed paper. It had a couple scratches on the sides but they were very minor & not noticeable at all. The screen was very clear no cracks. My only issue is the screen when it’s turned on. It had this weird mild & subtle static & I can see a faint black grain when I am staring closely to the phone. Now I understand this phone is refurbished & renewed but I won’t lie the screen when I have the phone on really bugs me. I would be lying if I said I am totally satisfied with this phone. Not to mention the phone is kinda slow, it lags & the battery life I received when I when I went to the settings was at an 80 % .. *sighs* , trying to decide if I should thug it out & be delusional or just send the phone back even tho I fear the quality of phone I’d received next. I’ve contacted the seller .. I haven’t heard anything yet. I’ll update soon. Update : Ive decided to return the phone because I feel like I would be settling if I had to keep this phone. I will say though I am surprised the phone came in a very good condition. But truly there were internal hardware and software issues in terms of the static screen flickering/blinking that I just couldn't overlook. The seller has been responsive and cooperative. I am thankful. I pray I get my money back on time. As of right now id rate my experience an 8/10 !",https://www.amazon.com/gp/customer-reviews/R2TXLN5J9QBEWT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08159ZYCB,Apple iPhone 11 Pro Max,Unlocked,Space Gray,256GB
B08159ZYCB,"November 13, 2024",TRUE,1,"El telefono esta bloquedo, no puedo usarlo y el vendedor no me una solución",El teléfono esta bloqueado y el vendedor no me da soluciones.,null,Apple iPhone 11 Pro Max,T-Mobile,Gold,64GB
B08159ZYCB,"September 30, 2024",TRUE,5,Good phone,Have had no issues works great,null,Apple iPhone 11 Pro Max,Unlocked,Silver,64GB
B08159ZYCB,"February 14, 2024",TRUE,3,No compatible con Telcel,No lo puedo usar hasta desbloquearlo y a ver…,null,Apple iPhone 11 Pro Max,T-Mobile,Midnight Green,64GB
B08159ZYCB,"February 06, 2024",TRUE,5,"It’s too expensive to buy new, used is much better.","The battery is very good, and the camera is a good upgrade from my last phone.",null,Apple iPhone 11 Pro Max,Unlocked,Space Gray,64GB
B08159ZYCB,"July 02, 2023",TRUE,5,Excelente compra,"Viene como nuevo, vida de la batería 100%. Una excelente compra.",null,Apple iPhone 11 Pro Max,Unlocked,Midnight Green,64GB
