productAsin,date,isVerified,ratingScore,reviewTitle,reviewDescription,model,Color,Storage
B0BYLNB9P9,8/4/2024,TRUE,5,Great condition,Came with 100% battery,Apple iPhone 14 Pr,Black Titanium,1TB
B0BYLNB9P9,6/20/2024,TRUE,1,La cámara no era original,"La cámara no era original y solo funcionaba el lente de x1, no me permitía tomar o grabar en x0.5,x2 o x3",Apple iPhone 14 Pr,Blue Titanium,256GB
B0BYLNB9P9,9/26/2024,TRUE,1,Transitioning from another system,Very difficult to use with all the keys & passwords and not accepting my existing ones.,Apple iPhone 14 Pr,Natural Titanium,256GB
B0BYLNB9P9,7/7/2024,TRUE,5,Say's renewed but I can't tell it was ever used,"On a friday I found out how well an iPhone 12 pro stands up against a 60\"" mower. Turns out not very well. I didn't know that Amazon had renewed iPhone's but I'm glad that I found them! Received the phone the next day. The battery life is at 95% and holds a charge all day. The phone is blemish free. It came packaged well but not in Apple packaging. This phone does not take a physical SIM card and there was nothing left from my old phone so I had to contact my carrier to have an ESIM emailed to me. I was up and going fairly quick. It has been working flawlessly. The camera on this thing is fantastic. I did a little research and didn't see enough difference in the 15 Pro to warrant the increased cost. The 13Pro was a good option but since I was buying used I wanted a newer battery. This has me seriously looking at their other renewed stuff now.",Apple iPhone 14 Pr,Blue Titanium,256GB
B0BYLNB9P9,6/30/2024,TRUE,5,ABSOLUTELY PERFECT,"This is the second premium renewed iPhone I’ve purchased from Amazon and I couldn’t be happier. Cosmetically flawless. Not one single scratch, nick or ding anywhere to be found. Phone arrived with original Apple plastic on screen and back in an Amazon Renewed box. Battery capacity at 95%. The testing checklist card that was included is dated Dec. 2023 so apparently the phone has been in a warehouse for 6 months. Not surprised or disappointed that it didn’t start at 100 %. I’ve seen the reviews that mention distorted speaker sound, dead spots on touch screen, scratches etc. Most of these “bad” phones are purchased from third party sellers. It’s very, very important to buy as SHIPPED FROM AND SOLD BY Amazon. If there’s any problems, you get a 1 year replacement/refund guarantee from Amazon. Third party sellers only offer a 30-60 day policy and it may take several weeks to process your return. Not worth the hassle. Another suggestion: spend a few more bucks and go with Premium Renewed, you won’t be disappointed! This iPhone 14 Pro has a super fast processor, beautiful vivid colors on the screen, holds a charge all day and has great video and still image capabilities. 5 stars all day!",Apple iPhone 14 Pr,Black Titanium,256GB
B0BYLNB9P9,7/1/2024,TRUE,3,A few problems,Shipping was super fast but the phone had a charge of 12% or so ? Phone was cove Red in some type of sticky oil ? Spent over one hour cleaning it .After cleaning the phone I had to charge it ? After a few minutes of charging I started to see just a bit of SMOKE ! Pulled the charger out of the plug and both phone and charger were very warm . Let it cool down and got it to charge at last . Phone would lock up on its own ? I had to send it back for a full refund . Amazon was very good about the return and refund ! Thanks Amazon . Still looking for another phone.,Apple iPhone 14 Pr,White Titanium,1TB
B0BYLNB9P9,7/7/2024,TRUE,5,Your making the right choice,"Condition of the phone is prestige no flaws beyond expectations. phone came with 100% battery health. Well worth the extra for the renewed premium you won’t regret it, you will actually thank yourself. Seller even offers a 1 year warranty",Apple iPhone 14 Pr,Blue Titanium,1TB
B0BYLNB9P9,8/27/2024,TRUE,5,"Clean and pristine, no blemishes, 100% battery life",Loved the phone. Indistinguishable from new. Would definitely recommend.,Apple iPhone 14 Pr,Natural Titanium,256GB
B0BYLNB9P9,9/8/2024,TRUE,5,Best purchase I’ve made,I took a gamble and it paid off. I heard that the renewed market had its advantages and disadvantages. I took the risk and bought myself the 14 pro it came 3 days after ordering and came scratch less and at 100% battery health. By far the best purchase I’ve made.,Apple iPhone 14 Pr,Black Titanium,256GB
B0BYLNB9P9,10/18/2024,TRUE,3,Screen to small for my liking,I return the phone the same day I received it I need a larger screen.no problem returning it.,Apple iPhone 14 Pr,Black Titanium,512GB
B0BYLNB9P9,6/25/2024,TRUE,3,Iphone,The phone itself seems to be good but this was the second time I had to order as the first went missing and this time the interior box came mangled. I was afraid that the phone itself would be damaged but so far so good.,Apple iPhone 14 Pr,Pink,128GB
B0BYLNB9P9,7/6/2024,TRUE,5,"Like New, no scratches","Everything arrived neatly packaged. Questions to the seller was answe Red quickly (in regards to the sim) Was offe Red a hassle free return, but wasn't needed. I kept the phone. I waited to do the review for over a month to ensure there were no problems. I'm very satisfied with the purchase.",Apple iPhone 14 Pr,Green,128GB
B0BYLNB9P9,11/3/2024,TRUE,4,It is good in general.,I was expecting the original boxing. It had a scratch on its back but the rest of the product is good.,Apple iPhone 14 Pr,Black,256GB
B0BYLNB9P9,6/18/2024,TRUE,5,great phone for the price,i love this iphone 14 pro got the excellent one and there is absolutely nothing wrong with it battery health is 100% highly recommend.,Apple iPhone 14 Pr,Black,128GB
B0BYLNB9P9,7/6/2024,TRUE,5,Great phone,Works very well and I am happy with my purchase. The camera is great. I purchased a case for it also. I have dropped it several times and have had no issues. It is a better than expected replacement for my old SE.,Apple iPhone 14 Pr,Green,128GB
B0BYLNB9P9,10/5/2024,TRUE,5,Works Great! Looks like New.,The phone came with 90 percent battery capacity and looked good with no scratches or dents. It came exactly as described. Highly recommend getting it from Amazon!,Apple iPhone 14 Pr,Green,256GB
B0BYLNB9P9,11/4/2024,TRUE,5,Bueno,Muy buenos productos,Apple iPhone 14 Pr,Pink,128GB
B0BYLNB9P9,8/11/2024,TRUE,1,Bad experience,"Since the phone arrived I had a bad taste in my mouth since it said in the specifications that it would have more than 90% life in the battery and it arrived with 89%, the network failed me a lot, I had to be restarting it or putting it in airplane mode in a row so that I had a signal since there were no incoming calls nor could I make them, I requested the return and the refund is supposed that the refund had a set date and they have changed it again! Terrible experience with that phone and more with the cash refund policies",Apple iPhone 14 Pr,Black,256GB
B0BYLNB9P9,8/30/2024,TRUE,1,Not renewed!!,Camera is vibrating and home screen is flickering/glitching not sure if Amazon renewed anything!!!!,Apple iPhone 14 Pr,Gold,64GB
B0BYLNB9P9,10/13/2024,TRUE,5,As advertised,Phone had zero defects.,Apple iPhone 14 Pr,Green,512GB
B0BYLNB9P9,10/10/2024,TRUE,1,Sim slot,Just disappointing this phone doesn't have a sim slot how is this even possible,Apple iPhone 14 Pr,Space Gray,512GB
B0BYLNB9P9,9/25/2024,TRUE,4,Battery 🔋 usage level not good,I hope you share everything about phone before purchasing,Apple iPhone 14 Pr,Midnight Green,256GB
B0BYLNB9P9,9/4/2024,TRUE,5,Ten stars!,"Ten stars, if I could! I purchased 2 of these iPhone 14 Pros about 6 months ago. Have had no issues. I have always had my data transfer Red at the carrier phone store, which takes forever. I turned my new phone on, and it came up with a message to place my old phone next to it and it would automatically transfer all data. I thought - Yeah, right. And then it did. In a flash. And I had thousands of pics on my old phone. Maybe all phones do that, I don't know, but I was very impressed. Not only did EVERYTHING transfer, but to my amazement, it also all came up in the EXACT same order and location it was on my old phone. No rearranging. More importantly, the screens (and backs) of both phones were pristine. The phones were guaranteed to have at least 90% battery life. One had 96%, the other 94%. And a one-year all-inclusive guarantee. When the time comes, I will definitely buy our next phones this way.",Apple iPhone 14 Pr,Space Gray,256GB
B0BYLNB9P9,9/2/2024,TRUE,5,Like new,"I cant find any scratch, battery health 100%. Very satisfied",Apple iPhone 14 Pr,Gold,64GB
B0BYLNB9P9,7/27/2024,TRUE,4,Good phone. Solid 4 stars.,"Good job Amazon. Didnt receive the phone on the 1st order...No Problem. I contacted Amazon and a replacement was shipped the day after. Phone received in near perfect order (except for a hair line scratch on the screen, which isnt visible with the screen protector. Battery health received at 91% which is great. Over all good purchase.",Apple iPhone 14 Pr,Silver,64GB
B0BYLNB9P9,10/25/2024,TRUE,1,This vendor was very deceptive unless the premiumstandardmeans absolutelynothing,I couldn'teven get the phone to turn on after I contactedApple and Amazon I had to return it I hope that Amazonkicks this vendoroff of their list of approved merchants,Apple iPhone 14 Pr,Midnight Green,64GB
B0BYLNB9P9,10/2/2024,TRUE,5,Great cameras,"I'm happy overall. Everything works perfectly, battery health was at 100% but dropped to 99% within a week which was ok, I guess The phone came clean and looked new. I'm using it in a different country and it works perfectly",Apple iPhone 14 Pr,Space Gray,64GB
B0BYLNB9P9,8/27/2024,TRUE,5,"Fast, beautiful device","Performance is amazing, the color is beautiful 😍. Device is reliable, easy to use, amazing camera. Only issue is the price.",Apple iPhone 14 Pr,Midnight Green,64GB
B0BYLNB9P9,9/30/2024,TRUE,1,The renewed premium guarantee is not upheld,The phone overheats. I returned mine and was issues a 60% refund despite purchasing a renewed premium product. Not worth the discount - buyer beware,Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,10/2/2024,TRUE,2,Disappointed,The plastic screen cover picked up Abby scratch every fingerprint and look like crap in a few days,Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,10/24/2024,TRUE,1,It’s to much money for such a quality phone,Phone quality is so bad,Apple iPhone 14 Pr, Red,128GB
B0BYLNB9P9,10/2/2024,TRUE,5,Definitely worth it,It is pricey but I think it’s worth it. The battery lasts. The display is very nice and smooth and responsive. The camera quality is great. It is kinda heavy but I got used to it and it does charge slow. When it came I saw no damage and it also comes with a charging cord and brick. The setup and data transfer was very easy.,Apple iPhone 14 Pr,Blue,128GB
B0BYLNB9P9,10/6/2024,TRUE,5,It works amazing and buy it,I would say it was a great purchase for the money when I bought I was nervous it was gonna be really damaged but when it came it was immaculate condition I only found a single scratch on the back that was a centimeter long so not bad at all and the battery health was still at 99% so I’d say it’s a win win and it’s cheap so it’s totally worth it,Apple iPhone 14 Pr,Blue,128GB
B0BYLNB9P9,8/14/2024,TRUE,1,"Screen coming off, hoping for a quick reply from the seller","There are a number of issues with my phone, the primary one being that the screen is coming off. I guess it needed to be replaced and the seller did not properly attach it. You’d think when paying for premium quality, this would not happen. I will update my review once I hear from the seller. I am hoping the 24-48 hour window won’t apply here and they’ll get back to me quickly.",Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,9/10/2024,TRUE,4,Good,I am satisfied with the item.,Apple iPhone 14 Pr, Red,256GB
B0BYLNB9P9,6/25/2024,TRUE,1,overheats to the point of burning,"The phone came neat and looked brand new, however once I charged it, it was heating up too much. The phone was able to heat up the entire surface of the desk that it was on. What's worse is that this overheat happened within few seconds of connecting to charger.",Apple iPhone 14 Pr, Red,512GB
B0BYLNB9P9,7/27/2024,TRUE,5,Excelente condiciones,"El celular parece como nuevo, funciona muy bien y lo puedo usar en otro país, totalmente desbloqueado, recomendado",Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,8/30/2024,TRUE,5,Recommend!!,Only dislike is that it doesnt come with applecare i had to purchase Asurion but aside from that the phone came in GREAT condition!! Its literally like a brand new phone! Only have a 95% battery life ! My iPhone 13 is 79% so way better !,Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,7/31/2024,TRUE,5,BEAUTIFUL,Excellent Description,Apple iPhone 14 Pr, Red,128GB
B0BYLNB9P9,7/18/2024,TRUE,2,Defective,The item I received was defective as it had a semi circle shaped dark spot on the screen that didn’t go away. Had to return it.,Apple iPhone 14 Pr,Blue,128GB
B0BYLNB9P9,10/21/2024,TRUE,1,scam,camera stopped working after a DAY because it wasn't a real apple part.,Apple iPhone 14 Pr,Blue,128GB
B0BYLNB9P9,9/11/2024,TRUE,5,Great so far,"I just got it recently and it works well, had a battery health of 100%, is in perfect/new condition, etc. the battery lasts all day and then some so far. This phone does take a little bit to charge but does hold its charge well. The overall quality so far is great, especially for how much I paid for it. It was unlocked as advertised and was able to be activated to my carrier.",Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,10/18/2024,TRUE,5,Like a new,Perfect,Apple iPhone 14 Pr, Red,256GB
B0BYLNB9P9,10/15/2024,TRUE,1,Came with dud 3rd camera installed.,Listed as a “premium” renewed yet came with non Apple certified camera installed that doesn’t work.,Apple iPhone 14 Pr, Red,512GB
B0BYLNB9P9,11/8/2024,TRUE,4,iPhone 14,It seems to be in good shape I haven’t been able to use it yet,Apple iPhone 14 Pr,Pink,128GB
B0BYLNB9P9,7/15/2024,TRUE,5,Excelente estado,El telefono como nuevo,Apple iPhone 14 Pr,Green,256GB
B0BYLNB9P9,10/4/2024,TRUE,5,Perfect condition,"The phone arrived with no charge, but it is in perfect condition. It looks completely new, with no scratches at all. The screen, buttons, sensors, and everything else work perfectly. The battery arrived at 94%, which works for me. I’ve had it for over two weeks now and haven’t had any issues. Overall, I would say it's totally worth it! It's in perfect condition, arrived in two days, very well packaged, with its charger and adapter.",Apple iPhone 14 Pr,Midnight,128GB
B0BYLNB9P9,8/5/2024,TRUE,1,Así como cuesta que también sirvan las cosas,A mí en lo personal no me gustó nada este teléfono porque no sirve la cámara de frente ni trasera no sirve este teléfono fue Enano esta compra,Apple iPhone 14 Pr,Green,128GB
B0BYLNB9P9,9/23/2024,TRUE,5,Works great,Excellent quality and works like new.,Apple iPhone 14 Pr,Gold,64GB
B0D3F7T32Z,10/18/2024,TRUE,5,Compren,Vino como nuevo🫶🏾compren guys,Apple iPhone X,Space Gray,512GB
B0D3F7T32Z,9/27/2024,TRUE,1,The phone doesn't charge,The phone doesn't charge and when I go to return it I have to pay for the return as well.,Apple iPhone X,Midnight Green,256GB
B0D3F7T32Z,9/24/2024,TRUE,2,Charging is wonky & wasn't completely wiped,"Ya know how on old iPhones the charging hole thingy gets loose & you have to make sure the cable is inserted at just the right angle so that it will charge? Yea, my phone came with that problem. Annoying beyond imagination. Another issue I had is that it wasn't completely wiped. There was nothing on the phone, but it was still associated with the previous owners iTunes account. Other than those issues, it's been a pretty solid phone.",Apple iPhone X,Space Gray,256GB
B0D3F7T32Z,8/30/2024,TRUE,5,Me gusto,Buen producto me gusto,Apple iPhone X,Gold,64GB
B0D3F7T32Z,8/14/2024,TRUE,1,Basura,No sirven de la batería 🪫 4 horas aguanta sin usarlo,Apple iPhone X,Silver,64GB
B0D3F7T32Z,8/15/2024,TRUE,2,its ok...could be better,"some scratches and wear and tear but thats to be expected... after a day or so i noticed the top of the touch screen coming up,the phone is functional for now but will eventually have to get a new phone",Apple iPhone X,Midnight Green,64GB
B0D3F7T32Z,7/29/2024,FALSE,5,It is great for my daughters first phone,It is great sound is working the quality is perfect . The phone charges pretty fast.,Apple iPhone X,Space Gray,64GB
B0D3F7T32Z,8/24/2024,TRUE,1,Phone,THIS PHONE DOES NOT WORK,Apple iPhone X,Midnight Green,64GB
B0CK55NFNK,10/2/2024,TRUE,5,iPhone 8+,"the phone is in excellent condition, looks like new, everything works.",Apple iPhone X,Purple,128GB
B0CK55NFNK,11/1/2024,TRUE,5,5 star review ⭐️,Phone works great and no complaints still us it - 2024 review :) thanks Amazon,Apple iPhone X,  Red,256GB
B0CK55NFNK,9/4/2024,TRUE,4,Good phone,Perfect only camera quality could be better.,Apple iPhone X,Midnight,128GB
B0CK55NFNK,8/31/2024,TRUE,5,Perfect condition,I received this item in immaculate condition. It worked very well with no issues. I got a full charger and the battery life was at 85%.,Apple iPhone X,Midnight,128GB
B0CK55NFNK,10/12/2024,TRUE,5,Great,Just as expected .,Apple iPhone X,Purple,256GB
B0CK55NFNK,10/11/2024,TRUE,1,This product isn’t compatible with all carriers or networks,I’ve had the same cell phone service over a year but when I got this device it kept dropping calls will not allow a signal into my home so I’m missing calls the volume did not work the only way to hear on the phone is through speaker phone can’t turn the ringer off or down it made my life hell considering the fact I have to use my phone for work as well personal if I could give it 0 stars I would very unsatisfactory I thought it was a deal for the price .. u get what u pay for,Apple iPhone X,Blue,128GB
B0CK55NFNK,4/3/2024,TRUE,5,Everything is as expected,There was no damage. The phone worked instantly with my t mobile SIM card. Everything needed was included in the box.,Apple iPhone X,Starlight,128GB
B0CK55NFNK,2/29/2024,TRUE,5,Works great,My son loves it!,Apple iPhone X,Midnight,512GB
B0CK55NFNK,2/10/2024,TRUE,5,"Great quality, and customer service!","For starters; the price on these phones is great. Between having the reassurance of Amazon buyer protection, and the benefit of knowing the device has been tested for performance, it’s well worth it. I needed a new phone fast after my cat knocked mine into the sink ☹️ Rice fixed it for a while, but it was only temporary before it died altogether. I hate buying phones and avoid it whenever possible. 99% of mine belonged to someone in my family first. And i was good with that. Needless to say, my cat didn’t wait for someone in my family to upgrade. I was on my own this time. Okay.... that’s not entirely true. My grandma had an iPhone 7 sitting around so that held me over in the meantime. Going from an iPhone 11 Pro Max to an iPhone 7 was….bad. It was too dam small, in every possible way. 32 gigs of memory!! I needed an upgrade. Fast. My 11 year old was bullying me relentlessly. And that’s on me. They had my old XR (formerly my dad’s) I scou Red FB marketplace. I’d decided upgrade a little, so I could feel better about the switch. I didn’t want to feel backed me into a corner by my cat’s recklessness. I would get a slightly newer model in a fun colour. Marketplace had plenty. Sending message after message from my iPhone 7, I worried. “This person seems too eager”, “this one has been posted so long”, “I want a purple, but the only purple one listed has less storage space” and “the pretty green one has a small crack”, “this guy lives 2 hours from me” and “Battery life? Errr last time I checked it was like 74%?….no, I can’t take a screenshot of it, it’s turned off”…. “cash only please” Etc. So much pressure. What happens if the thing doesn’t work? That’s $300+ down the drain. I knew I couldn’t afford new. But I hated the idea of buying something used from a stranger on Facebook. I didn’t want to get scammed, and I also didn’t want to settle. That’s when I remembe Red good ol’ Amazon. Maybe I’d check there. Just for funsies. Probably out of my budget, but it couldn’t hurt. Sure enough, refurbished devices selling “like new!” Mostly same cost or less than what I’d found so far. Surely there was a catch? I read through everything, tested by Amazon, includes all the specs, unlocked, I can pick the colour, the storage size, the condition, etc. AND I could have it delive Red to me tomorrow??! With a warranty?!! I recove Red from my brief stint of disappointment after learning the 12’s don’t come in yellow. Then fought hard to decide between mint and lavender. The lavender would take an extra day to arrive. Mint it was!! As promised, it arrived the next day. It was in beautiful shape. 128g’s, mint green, not a single scratch, 86% battery life. All for less than I would have paid to some stranger for a 64g with some “small scratches” Once my case and screen protector arrived I excitedly set it up and synced my data. Oh no. The FACE ID DIDNT WORK 😭 After becoming used to facial recognition, having that yanked away, and dealing with a 7 for over 2 weeks— I was desperate for the convenience of Face ID. I had been using my fingerprint. Like a *caveman*. Not to mention I have Blink 182 tickets, and it specifically states facial recognition is requi Red to access the mobile tickets. Idk if that’s true, but I needed Face ID!! I googled, I contacted apple support. Fixing it could be upwards of $300. That’s almost what I paid for the whole phone!! I realllllly didn’t want to be stuck without a phone again. But I also wanted one fully functioning. So I reached out to Amazon support and explained. The rep was inc Redibly helpful (as most Amazon reps are) and after bts failed, she advised the ship was a 3rd party seller, and she send a message to them. “If they don’t fix it by (insert date) contact us back and we’ll make this right” she encouraged. I’m ngl. I was nervous. I didn’t have high hopes, having dealt with 3p sellers on Amazon in the past. At least Amazon had my back, ig. The concert wasn’t till July. Even without facial recognition, it was loads better than the 7. I could make do in the meantime. The seller came in clutch though, and my worry was unwarranted. They responded within minutes. They were receptive, apologetic, and more than willing to help. As I’d anticipated, they offe Red a refund or exchange, as soon as they received the return. I explained my concern with not having a phone for several days or more; and the merchant offe Red to overnight a replacement as soon as the return was dropped off. I could deal with one day without a phone! I gratefully accepted. That was Saturday night, we made plans to catch up Monday for the return instructions and for them to overnight it. Monday I reached back out; and they were ready to ship, BUT they *had no more green….* 🫢 SHOCK “…do you have purple” No. :( just blue, white, and black. THIS WAS A HUGE BUMMER.It’s silly I know, and the definition of *first world problems “.. but I mean…. My change of heart about this whole phone thing HINGED ON THE FUN COLOUR. Without it, I was just a person…out $350… because my cat was thirsty while I was watching YouTube while washing dishes. I needed a cool colour. Plus, I’d already gotten the matching case! Clear with mint green borders. It wasn’t even a fun blue… it was a dark, serious, navy blue. It was pretty and classy, but I wanted something fun. I even asked if he had any older models in yellow 😭😭 no luck, They told me they’d be restocking in a day or so. Still, no greens or purples came in. Ugh. Reality was setting in. I was going to have to settle. It was fine, I thought. At least it would be a fully functioning phone. No. I wasn’t ready to let go. They assu Red me I could take my time to decide, and I asked if we could wait another week in case one came in. If it didn’t, *then* I would choose from the options available. I messaged them Wednesday afternoon, bracing myself for the answer…. THEY GOT IN PURPLE! YAY. They sent a label, I dropped it off, sent a photo, and had my new phone the next morning. they’d said overnight shipping… but wow! I’d dropped off the return around 3pm, and had the replacement by noon the next day. I didn’t even have my new case yet 😅 Despite the Barney-Esque colour scheme my mint green case created, the lavender is GORGEOUS and I’m actually sort of glad the green didn’t work out. Don’t get me wrong, the green is also gorgeous.. but in the end I’m glad I ended up with the lavender. I was overjoyed when I was prompted to set Face ID during setup. Worked brilliantly, as did everything else. Great packaging, no cosmetic flaws, amazing battery life, customer service was great, and best of all… ITS PURPLE! Can’t wait to pair it with the new case. I’m so glad I went this route where I have some peace of mind as a buyer. I’m grateful to the seller for being so helpful and patient with me as insufferable as I must have seemed making such a fuss over colour preference If you’re nervous buying a phone used or refurbished too, hopefully you can take comfort in knowing- this seller is legit. You receive a good quality product, and, speaking from experience, they’ll gladly help resolve any issues you may run into.",Apple iPhone X,Midnight,128GB
B0CK55NFNK,7/23/2024,TRUE,5,Excellent condition,"My reason for purchasing an iPhone was probably different than most people. I have a Samsung phone that use daily and I am very happy with it. It is on a carrier that is not one of the ""big names"". It suits my purposes fine. My mother invited me to accompany her to Europe. This is a once in a lifetime trip for me, but I soon realized my inexpensive Samsung phone would not work there. Believe me, I tried. The best way to have a working phone while in Europe so I could stay in contact with my business was to invest in an iPhone. I decided on the iPhone 12 and bought a refurbished one. I researched the sellers and their profiles before ordering. I finally decided on MOBILESUPPLY because they have an inc Redibly high rating. They did not disappoint! The first phone I purchased was purple. It arrived in excellent condition visually. No scratches, no marks and actually looked like a brand new phone. It charged up to 82% which was great. Everything was wonderful. Then I set it up (which took me a couple of YouTube tutorials being a long time android user). I couldn't hear on the phone without using my earbuds or having it plugged into my vehicle. I thought maybe it was me, so I tested it with several people calling them and having them call me and finally I gave it to my husband, then son to get their opinion. Nope, wasn't me. MOBILESUPPLY answe Red my question immediately and it was no issue to replace the phone. They sent a prepaid label and the same day they received my phone they shipped a new one out to me. The replacement phone was blue, but that isn't an issue. It charges to 93% and again, appears brand new. It works great, I can hear and now I am ready to go on my trip with my Mom. This entire experience was a lot of research and I am so glad I bought from Amazon, and picked the seller I did. My advise is to think of your needs for purchasing a ""new"" phone and to do your research on sellers. Amazon offers an amazing choice to pick from. Hope that helps.",Apple iPhone X,Midnight,128GB
B0CK55NFNK,11/7/2024,TRUE,4,"Great Phone, Minor Flaws, but Worth It!","I purchased a refurbished iPhone 12, and overall, I’m quite satisfied with my experience. Here’s a breakdown of my thoughts: Performance: The A14 Bionic chip delivers impressive performance. Everything from browsing to gaming has been smooth and responsive. I’m glad I chose this model—I can easily multitask without any noticeable lag. Condition: The phone arrived in good condition overall, with minimal signs of wear. However, I did notice a few light scratches on the screen that weren’t mentioned in the description. While they don’t impact functionality, it was a bit disappointing. Camera Quality: The camera takes fantastic photos, and the Night Mode feature is a game-changer. I love capturing memories, and this phone does an excellent job, even in tricky lighting situations. Battery Life: The battery life is decent but could be better. I find myself needing to charge it by the end of the day, especially with heavy usage. It’s not a dealbreaker, but I was expecting a bit more endurance. Value for Money: Considering the savings compa Red to a brand-new device, this refurbished iPhone 12 offers great value. For anyone on a budget, it’s a solid option. In summary, I highly recommend the refurbished iPhone 12 for anyone looking for a reliable smartphone. Just be sure to check the condition carefully beforehand. Happy with my purchase overall!",Apple iPhone X,Green,128GB
B0CK55NFNK,11/2/2024,TRUE,5,Equipo y batería en perfecto estado,"Me sorprendió mucho que llego sin ningún rasguño y con la batería al 99 lo cual esta bastante bien por el precio, además que ya incluye mica :))",Apple iPhone X,Midnight,128GB
B0CK55NFNK,10/31/2024,TRUE,5,Muy contenta,Muy buen telefono estaba en excelentes condiciones,Apple iPhone X,Midnight,128GB
B0CK55NFNK,10/24/2024,TRUE,5,Gran producto,"Excelente condición física, estéticamente sin ningún detalle, funcional al 100%, se vincula con los demás productos de la marca sin problemas, batería al 89%. Sin duda cumplieron lo que ofrecen e incluso sorprenden",Apple iPhone X, Red,128GB
B0CK55NFNK,10/19/2024,TRUE,5,Muy bueno,"El equipo llegó en excelentes condiciones y con el 89% de pila, sin detalles estéticos. Por el precio es muy bueno",Apple iPhone X,Green,128GB
B0CK55NFNK,10/14/2024,TRUE,5,As described - works great,"Item arrived as described, decent battery health and great almost new condition. As some other reviews mentioned the charge cable that comes with it doesn’t work. Great cost effective way to replace an iPhone.",Apple iPhone X,Pink,128GB
B0BVL41FQ5,8/24/2024,TRUE,5,Appearance and operation,Purchased as a replacement for my wife. She more than happy with it. The appearance and outside case is excellent...could not tell from a new one. No issues in operation. Transfer Red data from old phone without any problems. I would highly recommend this seller and this phone.,Apple iPhone 14 Plus,Midnight,128GB
B0BVL41FQ5,9/3/2024,TRUE,5,Excellent purchase,I love the iPhone. It's in great conditions and the price was excellent,Apple iPhone 14 Plus, Red,128GB
B0BVL41FQ5,4/14/2024,TRUE,5,"Excellent condition, like new!",Love the quality of this phone. It works great and looks brand new. Great deal! The battery life is excellent. Absolutely would pass as new not refurbished. Very happy with this purchase!,Apple iPhone 14 Plus,Blue,256GB
B0BVL41FQ5,9/24/2024,TRUE,4,Ok,it was about the same as that 13 max Pro,Apple iPhone 14 Plus,Midnight,128GB
B0BVL41FQ5,11/5/2024,TRUE,5,iPhone 14,Works good so far.,Apple iPhone 14 Plus,Midnight,128GB
B0BVL41FQ5,10/10/2023,TRUE,1,Not Worth It!,"The phone was beautiful and looks brand new but it was deceptive. It rang rarely so I had missed calls constantly. When in a call, the sound went out and I wasn’t able to be heard often. Save yourself the frustration and just buy a new phone!",Apple iPhone 14 Plus,Natural Titanium,256GB
B0BVL41FQ5,8/12/2023,TRUE,5,"Underrated phone, great amazon purchase!","$800 for a brand new 256GB 100% battery health and no scratches phone! Doing this through Amazon saved me $200 compa Red to ordering this from Apple's website. Would recommend! The phone is great too. Legitimately lasts 2-3 days on a single charge, super fast performance. Camera is great as well. Would recommend the phone for someone who doesn't want/need the Pro Max screen or 3rd camera. A lot lighter than my wife's 14 pro max as well!",Apple iPhone 14 Plus,Black Titanium,256GB
B0BVL41FQ5,7/18/2024,TRUE,2,"Face ID, Scratches and Battery life","Firstly I'm a bit disappointed in this iphone mainly because of the value of it. I paid 700 ++ for this phone just for the face ID making it so difficult to detect my face, I reset it around 6 times and the issue remains. They're some scratches on the sides and on the back of the phone the glass looks like it got heat damaged but you have to look really closely to see it . I was also hoping to get 100% battery life but I guess I was just expecting too much . I just wish I could get my money back .",Apple iPhone 14 Plus,White Titanium,256GB
B0D3F7RVMM,9/13/2024,TRUE,5,My iPhone X is the best,"I enjoy having my iPhone X reasonable pricing and it’s functional and working just fine I 100% recommend this phone until ready to upgrade or trade in. Battery life is amazing quality is good and it is scratch resistant, it heats up yes but not that much.",Apple iPhone 14 Plus,Black Titanium,1TB
B0D3F7RVMM,11/1/2024,TRUE,3,"Bad battery life, doesn’t work with some apps or my network",Can’t download my email or use some of my apps also doesn’t work completely with my network,Apple iPhone 14 Plus,Blue Titanium,256GB
B0D3F7RVMM,11/10/2024,TRUE,2,"The battery is not good, & the phone just keeps giving problems",,Apple iPhone 14 Plus,Natural Titanium,256GB
B0D3F7RVMM,8/7/2024,TRUE,5,iPhone x,The phone was in good condition and it works very well,Apple iPhone 14 Plus,Blue Titanium,256GB
B0D3F7RVMM,10/14/2024,TRUE,5,The best quality one can get!,"The renewed Apple iPhone 13 Pro with 128GB in Gold is a remarkable find for those seeking top-notch performance and style at a great price. Upon arrival, the phone was in pristine condition, functioning perfectly and showcasing the high standards of Apple’s refurbishment process. The 128GB of storage offers plenty of space for apps, photos, and videos, while the stunning Gold finish adds a touch of luxury to the phone's sleek design. Performance is stellar, with the iPhone 13 Pro’s powerful processor and advanced features delivering a smooth and responsive experience. The camera system captures photos and videos with exceptional clarity and detail. Overall, this renewed iPhone 13 Pro provides exceptional value and elegance, making it an excellent choice for anyone looking to enjoy premium features without the premium price",Apple iPhone 13 Pro,Black Titanium,256GB
