productAsin,date,isVerified,ratingScore,reviewTitle,reviewDescription,model,Color,Storage,Sentiment,cleaned_reviews
B07ZZM8P2S,9/30/2024,True,5,Good phone,Have had no issues works great,Apple iPhone 11 Pro Max,Silver,64GB,Positive,issue work great
B07ZZM8P2S,2/14/2024,True,3,No compatible con Telcel,No lo puedo usar hasta desbloquearlo y a ver…,Apple iPhone 11 Pro Max,Midnight Green,64GB,Neutral,lo puedo usar hasta desbloquearlo ver
B07ZZM8P2S,2/6/2024,True,5,"It’s too expensive to buy new, used is much better.","The battery is very good, and the camera is a good upgrade from my last phone.",Apple iPhone 11 Pro Max,Space Gray,64GB,Positive,battery good camera good upgrade last phone
B07ZZM8P2S,7/2/2023,True,5,Excelente compra,"Viene como nuevo, vida de la batería 100%. Una excelente compra.",Apple iPhone 11 Pro Max,Midnight Green,64GB,Neutral,viene como nuevo vida de la batera una excelente compra
B0CNM32TLW,9/14/2024,True,5,He LOVES IT,I got the phone for my 13 year old and he loves it. Perfect price! Perfect size! Bought all the accessories in the bundle deal!,Apple iPhone 7,,,Positive,got phone year old love perfect price perfect size bought accessory bundle deal
B0CNM32TLW,10/17/2024,True,1,Bad battery life,Phone works fine but it doesnt get charged completely and when is charged it dies pretty quick even when is not in use.,Apple iPhone 7,,,Positive,phone work fine doesnt get charged completely charged dy pretty quick even use
B0CNM32TLW,1/3/2024,True,5,iPhone 7,Phone was for my husband and the phone was exactly what he wanted. Works great and in great condition,Apple iPhone 7,,,Positive,phone husband phone exactly wanted work great great condition
B0CNM32TLW,8/7/2024,True,4,Ok,It’s a nice phone it’s small and it come in an iPhone box it came in a brown box but it got hot very very fast in charge is kind of slow and yeah I would recommend buying a newer phone like up-to-date phone,Apple iPhone 7,,,Positive,nice phone small come iphone box came brown box got hot fast charge kind slow yeah would recommend buying newer phone like uptodate phone
B0CNM32TLW,10/29/2024,True,3,Affordable iPhone!,"The Apple iPhone 7 32GB Unlocked in Black is a reliable, budget-friendly option for those who need a basic smartphone for everyday tasks. Despite being an older model, it still handles essentials like calls, texts, social media, and light apps smoothly. The camera performs well in good lighting, and the compact size is comfortable to hold. However, the 32GB storage fills up quickly, especially with apps and photos, so regular backups are recommended. Battery life may also be shorter compa Red to newer models, but overall, it’s a solid choice for basic use without breaking the bank.",Apple iPhone 7,,,Positive,apple iphone gb unlocked black reliable budgetfriendly option need basic smartphone everyday task despite older model still handle essential like call text social medium light apps smoothly camera performs well good lighting compact size comfortable hold however gb storage fill quickly especially apps photo regular backup recommended battery life may also shorter compa red newer model overall solid choice basic use without breaking bank
B0CNM32TLW,8/20/2024,True,5,iPhone,Like it,Apple iPhone 7,,,Neutral,like
B0CNM32TLW,10/12/2024,True,2,Don’t judge a book by the cover!,"Outside appearance was outstanding, it looked like new. Battery was weaker than they claimed, I will have to replace battery soon. I wouldn’t buy from this company again.",Apple iPhone 7,,,Positive,outside appearance outstanding looked like new battery weaker claimed replace battery soon wouldnt buy company
B0CNM32TLW,11/8/2024,True,1,trash,"when first got this phone, it looked pretty good but when I used it the phone would run hot every time and start to glitch. it did have scratches on it. i would recommend this phone to anyone don't buy it",Apple iPhone 7,,,Positive,first got phone looked pretty good used phone would run hot every time start glitch scratch would recommend phone anyone dont buy
B09LNSNZM8,10/28/2024,True,5,Pretty good,It did have some scratches and a ding or two but it’s expected for a refurbished device. The functionality is pretty consistent overall and as I stated it has a couple of scratches but from there it looks and performs good.,Apple iPhone 13,Midnight,128GB,Positive,scratch ding two expected refurbished device functionality pretty consistent overall stated couple scratch look performs good
B09LNSNZM8,11/11/2024,True,5,Nice phone that came like new,The phone was purchased to be in excellent condition and I would agree. It arrived and appears new with 100% battery life at time of purchase. The navy blue color is unique which I appreciate. The iPhone 13 works well and I have no concerns. I would use this company again for a refurbished phone. I appreciate that I can pay in full instead of having a payment plan through AT&T.,Apple iPhone 13,Midnight,128GB,Positive,phone purchased excellent condition would agree arrived appears new battery life time purchase navy blue color unique appreciate iphone work well concern would use company refurbished phone appreciate pay full instead payment plan att
B09LNSNZM8,11/10/2024,True,4,"Good phone, cut cord","The phone's in good shape. Everything seems to work. 85% battery life, same as everyone else has reported. The charging cord arrived cut almost in half. Its little sealed bag was undamaged, as was the packaging of the phone, suggesting the cord was cut sometime prior to bagging. Every wire had been seve Red.",Apple iPhone 13, Red,128GB,Positive,phone good shape everything seems work battery life everyone else reported charging cord arrived cut almost half little sealed bag undamaged packaging phone suggesting cord cut sometime prior bagging every wire seve red
B09LNSNZM8,4/18/2024,True,3,1st order = low quality replacement screen; but returned/swapped for good phone,"Initially, we got a phone from this vendor that was a dud (for us). We returned it and tried them a 2nd time. The 2nd phone seems a decent deal. For the first phone (iPhone 13) we received: The battery life on the renewed phone was fairly good - at 94% of original capacity. This had been an issue with phones from this vendor per other reviews but was not an issue with ours. However, this renewed phone had a non-Apple replacement screen that was noticeably low in quality - grainy, with colors dulled, and it cut off part of the display area. Touch responsiveness was bad. Given Amazon pledge that the product was ""professionally inspected and tested by Amazon-qualified supplier,"" I feel the substandard screen should have been spotted and the lower quality disclosed. My family member and my time were wasted by this attempt to pass off a lower quality solution. Return process was easy, although it did require a trip to the UPS store. For the second, replacement (iPhone 13) phone: The replacement for the returned 1st phone arrived quickly. The battery life seems great (100% of original capacity). The screen this time is MUCH better than the low quality screen on the original phone. The case has some scratches and a dent on the ring surrounding one of the camera lenses, but the lens seems unaffected. All in all, a fair price for used phone. Working well after a month of use.",Apple iPhone 13,Blue,128GB,Positive,initially got phone vendor dud u returned tried nd time nd phone seems decent deal first phone iphone received battery life renewed phone fairly good original capacity issue phone vendor per review issue however renewed phone nonapple replacement screen noticeably low quality grainy color dulled cut part display area touch responsiveness bad given amazon pledge product professionally inspected tested amazonqualified supplier feel substandard screen spotted lower quality disclosed family member time wasted attempt pas lower quality solution return process easy although require trip ups store second replacement iphone phone replacement returned st phone arrived quickly battery life seems great original capacity screen time much better low quality screen original phone case scratch dent ring surrounding one camera lens lens seems unaffected fair price used phone working well month use
B09LNSNZM8,9/28/2024,True,5,Better than expected,"This review is based on the product quality and condition. So this phone came nice and neat. No scratches or visible ware and tear. Easy to program and unlock. The only detail i saw was that the battery life was below 83%, meaning that it wasn’t replaced for a fresher one. So I’m expecting it to be changed sooner. All its functions seem to work fine. Haven’t had issues with Apple (since Apple’s notorious fame of disabling features when phone don’t have genuine parts). I think this is a good vender to buy your phone when budget is tight.",Apple iPhone 13,Blue,128GB,Positive,review based product quality condition phone came nice neat scratch visible ware tear easy program unlock detail saw battery life meaning wasnt replaced fresher one im expecting changed sooner function seem work fine havent issue apple since apple notorious fame disabling feature phone dont genuine part think good vender buy phone budget tight
B09LNSNZM8,9/21/2024,True,5,Great for the price,"Orde Red the iPhone 13 in Midnight for T-Mobile. the phone came in near perfect condition with minor scratches on the camera area (doesn’t affect camera / picture quality at all). the phone came with a preinstalled glass screen protector. i was especially surprised and pleased by the 96% battery health!! definitely a gamble when it comes to buying refurbished / renewed phones but it ended up working out. the second hand seller i purchased through was Synergy, paid $377 (including tax). little more than half the price than a new phone is totally worth it. also did a fair amount of research and apparently the iphone 14 and 13 are the same exact product, so would recommend buying the 13 to save some money!",Apple iPhone 13,Midnight,128GB,Positive,orde red iphone midnight tmobile phone came near perfect condition minor scratch camera area doesnt affect camera picture quality phone came preinstalled glass screen protector especially surprised pleased battery health definitely gamble come buying refurbished renewed phone ended working second hand seller purchased synergy paid including tax little half price new phone totally worth also fair amount research apparently iphone exact product would recommend buying save money
B09LNSNZM8,8/23/2024,True,5,Pleasantly surprised,"So let me start out by saying that I am not one to purchased refurbished phones and whenever something would happen to one of mine and I had to turn it into the Phone company and they would send me a refurbished one to replace mine, there was always something wrong with them. So, that has always made me a little bit gunshy regarding that particular situation. With that said, as a full-time caregiver for the last 11 years, I have not been able to work and unfortunately can no longer purchase the best of the best with the flagship phones that I used to get back in the day. Many of my parents doctors do some video visits and some of them actually prefer FaceTime so as a result, having an iPhone was actually partly a necessity for that reason. I have always been an Android girl, )still have that too), so I didn’t quite know what iPhone I needed to get, but after some research, I finally settled on what I thought would be the best choice for me both with regard to the technology inside and with the price as well as the warranty. I had actually conside Red either an iPhone 11 or an iPhone 13 as my choice. As we are now on the 15 I found the 13 to be the wisest choice of the two. After researching many different sites, some very reputable and actually recommended by people, I decided to land on Amazon‘s renewed program because I’ve always had a nice experience when there have been any issues with a product and I’ve never had any problems with customer service. They’ve always been very helpful and I thought if anything were to happen with the phone, I would be hoping to have the same type of experience. In looking at the options, I chose to actually pay more to have one that was put forth by Amazon themselves because they offe Red a year warranty as opposed to many of the others who were a bit cheaper and offe Red maybe 30 days or so etc. And hey, so far, so good! The Phone arrived. It was in perfect cosmetic condition and I have not had any issues with it since. The battery was at 87% and although I would’ve liked to had it higher than that, I was glad to see that it still was pretty snappy when I needed it to be. So I would say that I have been very pleased so far and I would absolutely recommend the renewed program to anyone interested, but can only speak to the actual product provided by Amazon itself, however, I’m sure many of the third-party individuals that sell refurbished items may have some really good product themselves. Ah…there I go again…refurbished…renewed…to-may-toe…to-mah-toe… well you get the jist…",Apple iPhone 13, Red,256GB,Positive,let start saying one purchased refurbished phone whenever something would happen one mine turn phone company would send refurbished one replace mine always something wrong always made little bit gunshy regarding particular situation said fulltime caregiver last year able work unfortunately longer purchase best best flagship phone used get back day many parent doctor video visit actually prefer facetime result iphone actually partly necessity reason always android girl still didnt quite know iphone needed get research finally settled thought would best choice regard technology inside price well warranty actually conside red either iphone iphone choice found wisest choice two researching many different site reputable actually recommended people decided land amazon renewed program ive always nice experience issue product ive never problem customer service theyve always helpful thought anything happen phone would hoping type experience looking option chose actually pay one put forth amazon offe red year warranty opposed many others bit cheaper offe red maybe day etc hey far good phone arrived perfect cosmetic condition issue since battery although wouldve liked higher glad see still pretty snappy needed would say pleased far would absolutely recommend renewed program anyone interested speak actual product provided amazon however im sure many thirdparty individual sell refurbished item may really good product ahthere go againrefurbishedrenewedtomaytoetomahtoe well get jist
B09LNSNZM8,11/13/2024,True,5,Excelente compra,"No me decepcionó para nada, muy feliz con mi compra, incluso llegó antes",Apple iPhone 13, Red,512GB,Neutral,decepcion para nada muy feliz con mi compra incluso lleg ante
B09LNSNZM8,11/17/2024,True,5,Excelente compra,"Tengo ya 2 semanas con él y ha salido excelente, 86% de Condición de batería, todo funciona, llegó muy bien protegido, ya le compré su funda y todo ha ido bien, trae cable y el cubo cargador, el cubo es original. Me pareció buena la compra porque está a menor precio que uno nuevo pero solo por la bateria la cual le puedes mandar a arreglar después y ya, otros 5 años de vida.",Apple iPhone 13,Pink,128GB,Positive,tengo ya semanas con l ha salido excelente de condicin de batera todo funciona lleg muy bien protegido ya le compr su funda todo ha ido bien trae cable el cubo cargador el cubo e original pareci buena la compra porque est menor precio que uno nuevo pero solo por la bateria la cual le puedes mandar arreglar despus ya otros aos de vida
B09LNSNZM8,10/27/2024,True,1,"battery at 85%. For this high price I paid, I did not expect this.","Very Unhappy. The level of battery does not match the high price of the second hand phone. You should inform this, but you didn’t. Without any kind of box.",Apple iPhone 13,Green,256GB,Negative,unhappy level battery match high price second hand phone inform didnt without kind box
B09LNSNZM8,10/23/2024,True,5,Valdrá el riesgo?? P.D: Mucho texto 👍🏻,"Bueno lo compré el 09/03/2024 en un precio de 8400 aprox. Puedo decir que el celular sí que es original y cumple las expectativas. En estética para mí un 10, solo traía un raspón en la parte de abajo (no soy tan exigente porque pues siempre trae funda), en batería eh visto que les han llegado con entre 100% y 90%, tal vez fui de los salados porque me llegó con 83%, a la fecha (23/10/2024) tiene 82%, realmente no abajado mucho y si le eh dado buen uso. Lo único bueno fue que ya venía con mica de cristal, y el cargador básico que eran el cuadro y el cable (dudo que originales), pero se agradece. En fin, creo que a la fecha ya podría ser opción comprarlo nuevo (si no mal recuerdo lo vi en 12500). Para mi si que valió el riesgo, pero yo les recomendaría que si deciden arriesgarse vayan pero por su versión pro. Espero les sirva de algo.",Apple iPhone 13,Midnight,128GB,Positive,bueno lo compr el en un precio de aprox puedo decir que el celular que e original cumple la expectativas en esttica para un solo traa un raspn en la parte de abajo soy tan exigente porque pues siempre trae funda en batera eh visto que le han llegado con entre tal vez fui de los salados porque lleg con la fecha tiene realmente abajado mucho si le eh dado buen uso lo nico bueno fue que ya vena con mica de cristal el cargador bsico que eran el cuadro el cable dudo que originales pero se agradece en fin creo que la fecha ya podra ser opcin comprarlo nuevo si mal recuerdo lo vi en para mi si que vali el riesgo pero yo le recomendara que si deciden arriesgarse vayan pero por su versin pro espero le sirva de algo
B09LNSNZM8,10/23/2024,True,5,Me sorprendió,"La verdad es la segunda vez que solicito iPhone reacondicionado y en esta ocasión por suerte me tocó recibir uno en excelente condición, la batería tiene una vida del 95% recomiendo este vendedor, la batería dura un día completo y lo cargo al 85% para conservar la vida útil del dispositivo, no tiene señales de que se haya utilizado tanto, es un buen equipo, siempre recomiendo comprar cargador originar para evitar problemas a futuro.",Apple iPhone 13,Green,128GB,Neutral,la verdad e la segunda vez que solicito iphone reacondicionado en esta ocasin por suerte toc recibir uno en excelente condicin la batera tiene una vida del recomiendo este vendedor la batera dura un da completo lo cargo al para conservar la vida til del dispositivo tiene seales de que se haya utilizado tanto e un buen equipo siempre recomiendo comprar cargador originar para evitar problemas futuro
B08159ZYCB,10/6/2024,True,5,Excellent product!!,"I highly recommend this !Phone 11 pro max, I placed my order a few days ago and it arrived very quickly, you should also take into account that my order arrived well protected in the box which has its key and a charger, the product was in very good condition, it works perfectly!! Before you insert your SIM card, I recommend that you go to your company and activate it and that's it, your cell phone will work perfectly, highly recommended, I loved it!! ❤️",Apple iPhone 11 Pro Max,Gold,64GB,Positive,highly recommend phone pro max placed order day ago arrived quickly also take account order arrived well protected box key charger product good condition work perfectly insert sim card recommend go company activate thats cell phone work perfectly highly recommended loved
B08159ZYCB,9/16/2024,True,5,iPhone 11 Pro Max delivers in 2024,"I was still using an iPhone 7, and was forced by my carrier (metroPCS) to upgrade to a 5G phone. I’m oldschool and don’t like not owning my own music and movies so I opted for a 512GB hard drive. The phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. The transfer of all previous apps went seamlessly although I’m holding off on their Face ID. I enjoy seeing it automatically turn on when I reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.",Apple iPhone 11 Pro Max,Green,512GB,Positive,still using iphone forced carrier metropcs upgrade g phone im oldschool dont like owning music movie opted gb hard drive phone instant upgrade scratch great battery transfer previous apps went seamlessly although im holding face id enjoy seeing automatically turn reach durability obviously lense standard something help blend normies
B08159ZYCB,9/20/2024,True,5,Great price and well functioning refurb,"I just had to write this review, as this seller is great! Phone works great, and seller is super quick to reply to issues. What I will warn: NEVER buy the insurance from Asurion thru amazon. Or ever. They will not honor it, they will gladly take your money, insist that you never had insurance with them, and constantly run you in circles to avoid honoring your claim. My phone slid off the counter, and I has the case off so I could charge it, (case didn’t fit) and it cracked. Both Asurion and Amazon refuse to honor the claim, and one amazon rep even went so far as to message the seller that my phone never arrived so the seller would have to refund me. Thankfully I saw the message and let the seller know and they were so so quick to offer their help! Since it was not their fault I took the issue back to the two A’s…and still have yet to hear from them. Want a good phone?? By from THIS seller!!! Insurance for it? Allstate or your private company. Never trust asurion to make good on their word.",Apple iPhone 11 Pro Max,Space Gray,512GB,Positive,write review seller great phone work great seller super quick reply issue warn never buy insurance asurion thru amazon ever honor gladly take money insist never insurance constantly run circle avoid honoring claim phone slid counter case could charge case didnt fit cracked asurion amazon refuse honor claim one amazon rep even went far message seller phone never arrived seller would refund thankfully saw message let seller know quick offer help since fault took issue back two asand still yet hear want good phone seller insurance allstate private company never trust asurion make good word
B08159ZYCB,3/29/2023,True,1,Is Renewed Premium worth the extra money?,"Update (12/17/23): Additional observations: 1) the Amazon Renewed certification card is marked 10/27/23, and when I received it 12/2/23 (about 5 weeks), the battery was completely dead; 2) after charging back to 100%, I put it in airplane mode (to turn off both WiFi and bluetooth), and also put it in battery saver mode; I checked the battery percentages once a day, and it was losing 10-15% per day, so this battery is very weak. I did a parallel test with another iPhone (11 pro max), and that one only lost 10% (100% > 90%) over a week. This is an excellent test to check the true condition of the battery. Update (12/15/23): Orde Red a 5th Amazon Premium Renewed phone (iPhone 12 Pro Max), and the battery life, which should be above 90%, is actually 88%. Update (3/28/23): After lengthy discussions with Amazon, they will not honor the 90% battery guarantee stated on the Amazon Premium Renewed page, because it is ""not stated on the Amazon invoice"". 1-star, no longer recommended. Update (2/1/23): Ran into some issues, probably things that should be checked upon receipt of a renewed or premium renewed product: 1) battery life [below advertised 80 or 90%], 2) parts replaced, either with genuine or non-genuine Apple parts, 3) overall functionality [defective charging port].  Reducing overall rating to 4-stars. Summary: Upgrading from an iPhone 7 plus, and decided I would go with the 11 Pro Max version. I was on the fence whether the extra money for the premium renewed is worth it, so will be discussing what I conside Red. Observations: The high level basic differences are: 1) about a $100 difference; 2) three vs. 12 months return period: 3) battery level of 80% vs. 90%. Recommendation: After considering the factors, I decided to look into how much a replacement battery would cost, which is $40 right now. However, starting with the iPhone 8 (i think), Apple started sealing the cases, which requires a heat gun to separate the case because of the extra waterproofing adhesive. To breakdown the addition $100 cost, subtract the $40 battery from that, leaving $60 for an additional 9-months (or $6.67/month) to ""insurance"" to return the phone if issues come up. Carrier Lock: I decided I wanted an unlocked version, and that appears to be another feature that is included with Premium Renewed, with the majority of carrier locked versions being offe Red as renewed only. Conclusion: For the additional $100, I elected to go with the Renewed Premium. I rate both the Renewed and the Premium Renewed as 5-stars. Which you chose would depend on individual financial and personal factors. Related Products: Apple iPhone 11 Pro Max, US Version, 256GB, Midnight - Unlocked (Renewed) 4.3 out of 5 stars 12,122 ratings | 1000+ answe Red questions Price: $491.86 https://www.amazon.com/gp/product/B07Z4681LQ/ Apple iPhone 11 Pro Max, 256GB, Midnight Green - Unlocked (Renewed Premium) 4.3 out of 5 stars 12,122 ratings | 1000+ answe Red questions Price: $586.00 https://www.amazon.com/gp/product/B08BHFGJXF",Apple iPhone 11 Pro Max,Midnight Green,256GB,Positive,update additional observation amazon renewed certification card marked received week battery completely dead charging back put airplane mode turn wifi bluetooth also put battery saver mode checked battery percentage day losing per day battery weak parallel test another iphone pro max one lost week excellent test check true condition battery update orde red th amazon premium renewed phone iphone pro max battery life actually update lengthy discussion amazon honor battery guarantee stated amazon premium renewed page stated amazon invoice star longer recommended update ran issue probably thing checked upon receipt renewed premium renewed product battery life advertised part replaced either genuine nongenuine apple part overall functionality defective charging port reducing overall rating star summary upgrading iphone plus decided would go pro max version fence whether extra money premium renewed worth discussing conside red observation high level basic difference difference three v month return period battery level v recommendation considering factor decided look much replacement battery would cost right however starting iphone think apple started sealing case requires heat gun separate case extra waterproofing adhesive breakdown addition cost subtract battery leaving additional month month insurance return phone issue come carrier lock decided wanted unlocked version appears another feature included premium renewed majority carrier locked version offe red renewed conclusion additional elected go renewed premium rate renewed premium renewed star chose would depend individual financial personal factor related product apple iphone pro max u version gb midnight unlocked renewed star rating answe red question price httpswwwamazoncomgpproductbzlq apple iphone pro max gb midnight green unlocked renewed premium star rating answe red question price httpswwwamazoncomgpproductbbhfgjxf
B08159ZYCB,8/21/2024,True,4,Phone came in good condition !,"This phone looks nice, really, honestly. The phone was neatly packaged and wrapped, came with a charger and a sim card opener + the amazon renewed paper. It had a couple scratches on the sides but they were very minor & not noticeable at all. The screen was very clear no cracks. My only issue is the screen when it’s turned on. It had this weird mild & subtle static & I can see a faint black grain when I am staring closely to the phone. Now I understand this phone is refurbished & renewed but I won’t lie the screen when I have the phone on really bugs me. I would be lying if I said I am totally satisfied with this phone. Not to mention the phone is kinda slow, it lags & the battery life I received when I when I went to the settings was at an 80 % .. *sighs* , trying to decide if I should thug it out & be delusional or just send the phone back even tho I fear the quality of phone I’d received next. I’ve contacted the seller .. I haven’t heard anything yet. I’ll update soon. Update : Ive decided to return the phone because I feel like I would be settling if I had to keep this phone. I will say though I am surprised the phone came in a very good condition. But truly there were internal hardware and software issues in terms of the static screen flickering/blinking that I just couldn't overlook. The seller has been responsive and cooperative. I am thankful. I pray I get my money back on time. As of right now id rate my experience an 8/10 !",Apple iPhone 11 Pro Max,Space Gray,256GB,Positive,phone look nice really honestly phone neatly packaged wrapped came charger sim card opener amazon renewed paper couple scratch side minor noticeable screen clear crack issue screen turned weird mild subtle static see faint black grain staring closely phone understand phone refurbished renewed wont lie screen phone really bug would lying said totally satisfied phone mention phone kinda slow lag battery life received went setting sigh trying decide thug delusional send phone back even tho fear quality phone id received next ive contacted seller havent heard anything yet ill update soon update ive decided return phone feel like would settling keep phone say though surprised phone came good condition truly internal hardware software issue term static screen flickeringblinking couldnt overlook seller responsive cooperative thankful pray get money back time right id rate experience
B08159ZYCB,11/13/2024,True,1,"El telefono esta bloquedo, no puedo usarlo y el vendedor no me una solución",El teléfono esta bloqueado y el vendedor no me da soluciones.,Apple iPhone 11 Pro Max,Gold,64GB,Neutral,el telfono esta bloqueado el vendedor da soluciones
B08159ZYCB,9/30/2024,True,5,Good phone,Have had no issues works great,Apple iPhone 11 Pro Max,Silver,64GB,Positive,issue work great
B08159ZYCB,2/14/2024,True,3,No compatible con Telcel,No lo puedo usar hasta desbloquearlo y a ver…,Apple iPhone 11 Pro Max,Midnight Green,64GB,Neutral,lo puedo usar hasta desbloquearlo ver
B08159ZYCB,2/6/2024,True,5,"It’s too expensive to buy new, used is much better.","The battery is very good, and the camera is a good upgrade from my last phone.",Apple iPhone 11 Pro Max,Space Gray,64GB,Positive,battery good camera good upgrade last phone
B08159ZYCB,7/2/2023,True,5,Excelente compra,"Viene como nuevo, vida de la batería 100%. Una excelente compra.",Apple iPhone 11 Pro Max,Midnight Green,64GB,Neutral,viene como nuevo vida de la batera una excelente compra
B08PNZGSSJ,10/28/2024,True,5,Super,"Review of the iPhone 12 Mini The iPhone 12 Mini has been a fantastic choice for me, especially because of its compact design, which makes it easy to use one-handed without sacrificing performance. The phone’s display is crisp and clear, with vibrant colors that make everything from photos to videos look great. Despite its smaller size, the battery life has been surprisingly decent and holds up well throughout the day with moderate use. Performance is quick and snappy, handling all apps smoothly without any noticeable lag, and the camera quality is impressive. The dual-camera system captures detailed and colorful photos, even in low-light conditions, which has been perfect for on-the-go snapshots. Overall, the iPhone 12 Mini offers a great balance of power and portability, and I’d recommend it to anyone who loves compact, high-quality smartphones.",Apple iPhone 12 Mini,Purple,128GB,Positive,review iphone mini iphone mini fantastic choice especially compact design make easy use onehanded without sacrificing performance phone display crisp clear vibrant color make everything photo video look great despite smaller size battery life surprisingly decent hold well throughout day moderate use performance quick snappy handling apps smoothly without noticeable lag camera quality impressive dualcamera system capture detailed colorful photo even lowlight condition perfect onthego snapshot overall iphone mini offer great balance power portability id recommend anyone love compact highquality smartphones
B08PNZGSSJ,11/6/2024,True,5,Perfect,"Looks like the picture so far so good. Its behind an update but was able to update it so far with no worries. Came in PERFECT condition. Battery health good, no scratches or marks, camera works perfectly, and genuine apple parts! And most importantly it came on time. It comes with a charger and charger box its not an actual apple charger but its fast. I'll give updates afterwards.",Apple iPhone 12 Mini,  Red,256GB,Positive,look like picture far good behind update able update far worry came perfect condition battery health good scratch mark camera work perfectly genuine apple part importantly came time come charger charger box actual apple charger fast ill give update afterwards
B08PNZGSSJ,5/14/2024,True,4,"A great phone, though no replacement for my Iphone SE (1st Generation)","This is a brilliant phone. Yes, it is a few generations down from the newest, and yes these are specifically refurbished as well. Even so! My phone arrived in basically new condition a year ago, and has worked well since. Battery life is...not amazing, but Iphones honestly don't have great battery life. They'll last you through the day depending on your use, but not much past that. That's fine, I charge mine often. 64GB's is plenty for a phone unless you are recording often and keeping a large gallery or a ton of apps. I like the smaller size of the phone, I think phones are getting too big, and this has all the features of a big phone in the smaller package. I like the facial recognition (although it feels dystopian) as it makes unlocking the phone a breeze. I think the camera is very passable, and I like the screen. If not for being worried about dropping it, the outer case is beautiful. Apple outdid themselves. What I don't like. The size...is actually still a bit too big for me. The Iphone SE (1st Generation) used the Iphone 5 frame. I thought that frame was truly amazing, as it wasn't very big at all. Easy to one hand, almost as if designed to be. It in fact *WAS* designed to be. When I first got it, I realized this. It is too big to one hand comfortably, it's not quite so big that 2 hands feels truly right. It's fine, but I feel the mini should have been actually a touch smaller. Also, I honestly kinda dislike having almost all the phone's front be the screen. There's nowhere good to rest your hand to support it without touching the screen. I used to wrap my hand around the phone and support it with my thumb across the front, near where the button was. It's a nitpick, but I just don't dig it as much. For $200~275 though, is it worth it? Ab-so-lutely. It's a great phone, I bought mine I think for near double that, and I only somewhat regretted the price tag. It's held up very nice the past year, and I don't expect to have to replace it for a good number. If not for the busted screen on my old phone, I'd still be rocking it despite a truly not good battery. This one makes for a fine replacement, and if you want a new Iphone, this is the one to get.",Apple iPhone 12 Mini,Midnight,128GB,Positive,brilliant phone yes generation newest yes specifically refurbished well even phone arrived basically new condition year ago worked well since battery life isnot amazing iphones honestly dont great battery life theyll last day depending use much past thats fine charge mine often gb plenty phone unless recording often keeping large gallery ton apps like smaller size phone think phone getting big feature big phone smaller package like facial recognition although feel dystopian make unlocking phone breeze think camera passable like screen worried dropping outer case beautiful apple outdid dont like sizeis actually still bit big iphone se st generation used iphone frame thought frame truly amazing wasnt big easy one hand almost designed fact designed first got realized big one hand comfortably quite big hand feel truly right fine feel mini actually touch smaller also honestly kinda dislike almost phone front screen there nowhere good rest hand support without touching screen used wrap hand around phone support thumb across front near button nitpick dont dig much though worth absolutely great phone bought mine think near double somewhat regretted price tag held nice past year dont expect replace good number busted screen old phone id still rocking despite truly good battery one make fine replacement want new iphone one get
B08PNZGSSJ,11/5/2024,True,5,Excellent conditional indeed. Almost like new!,"I was hesitant to purchase because some of the reviews were not consistent but I am very happy I took the chance. The phone was labeled as renewed in excellent condition and that was exactly what it was when I received it. After thoroughly examining the phone I could not find really any flaws physically. The icing on the cake was seeing that it has 100% battery life which is rare to find. Phone runs awesome with the updated software and I was able to transfer from my previous device with ease. Also came with a charging plug, cable and sim ejector tool which was very nice.",Apple iPhone 12 Mini,Midnight,128GB,Positive,hesitant purchase review consistent happy took chance phone labeled renewed excellent condition exactly received thoroughly examining phone could find really flaw physically icing cake seeing battery life rare find phone run awesome updated software able transfer previous device ease also came charging plug cable sim ejector tool nice
B08PNZGSSJ,11/12/2024,True,3,Condition,"Condition is marked as excellent but ever other time I’ve bought renewed excellent meant minor scratches on body but perfect screen with above 90% percent battery health. This screen has some pretty deep scratches so after trying 3 different types of screen protectors hoping the higher dollar ones would stick better, none still truly stick all the way due to the scratches on the screen. Like there’s more scratches on the screen than on the body of the phone. The battery health is only 85%. Overall is it bad? No. But I wished I would’ve just gotten the one through Verizon instead.",Apple iPhone 12 Mini,Purple,256GB,Positive,condition marked excellent ever time ive bought renewed excellent meant minor scratch body perfect screen percent battery health screen pretty deep scratch trying different type screen protector hoping higher dollar one would stick better none still truly stick way due scratch screen like there scratch screen body phone battery health overall bad wished wouldve gotten one verizon instead
B08PNZGSSJ,9/20/2024,True,5,Amazing,"The package was well put together , it comes with the cord and the plug along with the key so you can take the sim card tray out . Absolutely no scratches whatsoever . They already put a screen protector on my phone when I received it . Battery health was 83% when I received it which is good enough for me . The phone is not too small or big . Camera quality was iffy but that goes for all phones of this type . Not laggy ! Sound is great . Works great , absolutely easy to use . So worth for your money !!",Apple iPhone 12 Mini,Blue,128GB,Positive,package well put together come cord plug along key take sim card tray absolutely scratch whatsoever already put screen protector phone received battery health received good enough phone small big camera quality iffy go phone type laggy sound great work great absolutely easy use worth money
